,Gender,Age,Recommendation,Reward
2145,m,51.0,news,1
2146,m,39.0,health,1
2147,m,77.0,sports,0
2148,f,99.0,news,1
2149,f,89.0,news,0
2150,f,88.0,news,1
2151,m,95.0,sports,0
2152,m,44.0,sports,0
2153,f,51.0,movies,0
2154,f,70.0,news,1
2155,f,66.0,news,0
2156,f,49.0,health,1
2157,m,40.0,news,1
2158,m,34.0,news,1
2159,f,85.0,health,1
2160,m,84.0,news,1
2161,m,75.0,movies,0
2162,f,38.0,health,1
2163,m,78.0,sports,0
2164,m,63.0,news,1
2165,f,82.0,sports,0
2166,m,77.0,health,1
2167,f,62.0,news,1
2168,f,10.0,news,1
2169,f,11.0,health,1
2170,m,56.0,movies,0
2171,m,64.0,news,0
2172,f,40.0,movies,0
2173,f,28.0,news,0
2174,m,41.0,movies,0
2175,f,56.0,movies,0
2176,m,75.0,health,1
2177,f,61.0,health,1
2178,f,88.0,health,0
2179,f,50.0,sports,0
2180,m,70.0,news,1
2181,f,22.0,health,1
2182,f,29.0,health,1
2183,m,94.0,movies,0
2184,m,87.0,movies,0
2185,m,87.0,news,1
2186,m,72.0,health,1
2187,m,95.0,news,1
2188,f,26.0,news,1
2189,f,24.0,sports,0
2190,f,12.0,movies,0
2191,m,99.0,movies,0
2192,f,60.0,news,1
2193,m,58.0,sports,0
2194,f,17.0,movies,0
2195,m,43.0,movies,0
2196,f,89.0,news,1
2197,f,64.0,sports,0
2198,f,55.0,news,1
2199,f,81.0,sports,0
2200,f,84.0,health,1
2201,f,14.0,news,0
2202,f,28.0,health,0
2203,f,72.0,movies,0
2204,f,77.0,sports,0
2205,m,71.0,sports,0
2206,f,87.0,news,0
2207,f,36.0,movies,0
2208,m,95.0,health,1
2209,f,45.0,news,1
2210,m,33.0,sports,0
2211,m,41.0,news,0
2212,m,77.0,sports,0
2213,m,32.0,movies,0
2214,m,48.0,movies,0
2215,f,90.0,sports,0
2216,f,26.0,sports,0
2217,m,55.0,movies,0
2218,m,25.0,movies,0
2219,m,83.0,movies,0
2220,f,38.0,sports,0
2221,f,37.0,movies,0
2222,m,24.0,sports,0
2223,m,17.0,news,1
2224,m,72.0,news,1
2225,f,58.0,news,1
2226,f,76.0,news,1
2227,m,12.0,news,1
2228,f,40.0,news,1
2229,m,77.0,health,1
2230,f,46.0,sports,0
2231,m,28.0,movies,0
2232,f,70.0,health,1
2233,f,95.0,movies,0
2234,f,17.0,sports,0
2235,f,20.0,sports,0
2236,f,72.0,movies,0
2237,m,46.0,health,1
2238,f,23.0,sports,0
2239,f,74.0,health,1
2240,m,53.0,sports,0
2241,f,59.0,health,1
2242,m,14.0,news,1
2243,f,22.0,news,1
2244,f,84.0,sports,0
2245,m,98.0,sports,0
2246,m,70.0,health,1
2247,f,54.0,news,1
2248,m,91.0,news,1
2249,f,69.0,movies,0
2250,m,12.0,health,1
2251,m,53.0,health,1
2252,m,33.0,news,0
2253,f,62.0,news,1
2254,f,61.0,sports,0
2255,m,19.0,health,1
2256,m,57.0,movies,0
2257,f,91.0,sports,0
2258,m,98.0,sports,0
2259,f,54.0,news,1
2260,m,12.0,sports,0
2261,f,53.0,sports,0
2262,m,39.0,movies,0
2263,f,11.0,news,1
2264,m,95.0,health,1
2265,f,89.0,sports,0
2266,f,96.0,sports,0
2267,m,42.0,health,1
2268,f,96.0,health,1
2269,m,91.0,sports,0
2270,m,20.0,sports,0
2271,m,52.0,sports,0
2272,m,25.0,movies,0
2273,f,84.0,movies,0
2274,f,84.0,health,1
2275,f,61.0,movies,0
2276,m,30.0,news,1
2277,f,42.0,movies,0
2278,m,86.0,movies,0
2279,m,11.0,health,1
2280,m,71.0,sports,0
2281,m,26.0,news,1
2282,f,73.0,sports,0
2283,m,41.0,news,1
2284,f,43.0,movies,0
2285,f,92.0,health,0
2286,f,67.0,sports,0
2287,f,71.0,sports,0
2288,f,32.0,sports,0
2289,m,25.0,sports,0
2290,m,18.0,news,1
2291,f,65.0,sports,0
2292,f,39.0,movies,0
2293,f,76.0,movies,0
2294,m,74.0,health,1
2295,f,60.0,sports,0
2296,m,33.0,movies,0
2297,f,50.0,movies,0
2298,m,92.0,health,1
2299,m,39.0,movies,0
2300,m,14.0,sports,0
2301,f,88.0,health,1
2302,m,25.0,sports,0
2303,m,89.0,news,1
2304,f,32.0,sports,0
2305,m,69.0,movies,0
2306,m,91.0,news,1
2307,f,31.0,sports,0
2308,m,93.0,health,1
2309,m,36.0,sports,0
2310,m,73.0,news,1
2311,m,69.0,health,1
2312,f,99.0,news,1
2313,f,51.0,health,1
2314,m,49.0,movies,0
2315,m,51.0,sports,0
2316,f,53.0,sports,0
2317,f,72.0,movies,0
2318,m,94.0,health,1
2319,f,85.0,movies,0
2320,f,16.0,sports,0
2321,m,94.0,news,1
2322,f,40.0,sports,0
2323,f,68.0,movies,0
2324,m,58.0,news,1
2325,f,27.0,news,0
2326,m,29.0,sports,0
2327,m,64.0,sports,0
2328,f,64.0,news,1
2329,f,83.0,health,1
2330,f,41.0,sports,0
2331,m,73.0,sports,0
2332,f,69.0,movies,0
2333,f,11.0,news,1
2334,f,18.0,news,0
2335,m,25.0,sports,0
2336,f,30.0,news,1
2337,f,49.0,movies,0
2338,f,64.0,news,1
2339,m,92.0,sports,0
2340,m,78.0,health,0
2341,f,32.0,health,1
2342,m,98.0,movies,0
2343,m,20.0,health,1
2344,f,85.0,sports,0
2345,f,12.0,movies,0
2346,f,41.0,news,1
2347,m,77.0,news,1
2348,f,85.0,movies,0
2349,m,52.0,news,1
2350,f,16.0,movies,0
2351,m,70.0,news,1
2352,m,12.0,movies,0
2353,m,82.0,news,1
2354,m,68.0,health,1
2355,f,15.0,sports,0
2356,m,39.0,news,1
2357,f,74.0,news,1
2358,m,40.0,movies,0
2359,f,86.0,sports,0
2360,m,43.0,news,1
2361,m,18.0,movies,0
2362,f,97.0,movies,0
2363,f,30.0,sports,0
2364,m,65.0,news,1
2365,f,18.0,news,1
2366,m,78.0,movies,0
2367,f,80.0,sports,0
2368,m,79.0,movies,0
2369,f,69.0,movies,0
2370,f,15.0,sports,0
2371,m,74.0,health,1
2372,f,76.0,movies,0
2373,m,98.0,health,1
2374,m,51.0,movies,0
2375,f,34.0,sports,0
2376,m,49.0,health,1
2377,m,37.0,sports,0
2378,f,81.0,sports,0
2379,m,50.0,news,1
2380,f,82.0,health,1
2381,f,82.0,sports,0
2382,m,14.0,movies,0
2383,f,86.0,sports,0
2384,m,37.0,sports,0
2385,m,45.0,movies,0
2386,m,29.0,health,1
2387,f,61.0,health,0
2388,f,89.0,health,0
2389,m,26.0,sports,0
2390,f,75.0,movies,0
2391,f,48.0,movies,0
2392,f,31.0,health,1
2393,m,31.0,health,1
2394,m,11.0,sports,0
2395,f,78.0,movies,0
2396,f,55.0,health,1
2397,f,61.0,health,1
2398,f,78.0,movies,0
2399,m,32.0,news,1
2400,f,58.0,movies,0
2401,m,61.0,movies,0
2402,f,18.0,news,1
2403,f,84.0,movies,0
2404,m,86.0,health,1
2405,m,52.0,movies,0
2406,f,54.0,health,0
2407,m,10.0,news,1
2408,f,29.0,sports,0
2409,f,34.0,news,1
2410,m,49.0,health,1
2411,m,27.0,health,1
2412,m,90.0,sports,0
2413,m,40.0,movies,0
2414,f,32.0,health,1
2415,f,35.0,news,1
2416,f,61.0,news,1
2417,m,31.0,news,1
2418,m,69.0,sports,0
2419,m,63.0,news,1
2420,m,56.0,sports,0
2421,m,18.0,sports,0
2422,f,17.0,health,1
2423,f,50.0,health,1
2424,m,72.0,sports,0
2425,f,49.0,news,1
2426,f,51.0,news,1
2427,f,13.0,health,1
2428,m,90.0,health,1
2429,f,77.0,health,1
2430,m,37.0,movies,0
2431,f,68.0,sports,0
2432,f,10.0,health,1
2433,m,54.0,health,1
2434,f,54.0,sports,0
2435,m,24.0,health,1
2436,m,36.0,movies,0
2437,f,57.0,sports,0
2438,f,19.0,news,0
2439,f,75.0,sports,0
2440,f,66.0,sports,0
2441,f,58.0,sports,0
2442,f,33.0,sports,0
2443,f,65.0,news,1
2444,m,73.0,health,1
2445,m,48.0,sports,0
2446,f,84.0,news,1
2447,m,29.0,health,1
2448,f,53.0,sports,0
2449,m,38.0,health,1
2450,f,80.0,health,1
2451,m,10.0,health,1
2452,f,66.0,health,1
2453,m,34.0,news,1
2454,m,35.0,sports,0
2455,f,96.0,movies,0
2456,f,60.0,news,1
2457,m,95.0,news,1
2458,m,55.0,health,1
2459,m,80.0,sports,0
2460,m,90.0,sports,0
2461,f,12.0,sports,0
2462,m,13.0,health,1
2463,m,34.0,health,1
2464,f,48.0,sports,0
2465,m,15.0,news,1
2466,m,57.0,sports,0
2467,f,59.0,health,1
2468,m,10.0,movies,0
2469,m,48.0,movies,0
2470,f,30.0,news,1
2471,f,66.0,movies,0
2472,f,92.0,news,1
2473,f,64.0,health,1
2474,f,25.0,sports,0
2475,m,30.0,movies,0
2476,m,92.0,movies,0
2477,f,76.0,news,1
2478,f,68.0,movies,0
2479,m,25.0,health,1
2480,f,43.0,movies,0
2481,m,46.0,sports,0
2482,f,84.0,news,0
2483,f,21.0,health,1
2484,m,39.0,news,1
2485,m,43.0,sports,0
2486,m,24.0,sports,0
2487,m,87.0,news,1
2488,f,39.0,health,1
2489,f,27.0,health,1
2490,f,72.0,news,0
2491,m,36.0,health,1
2492,f,14.0,news,1
2493,m,51.0,sports,0
2494,m,86.0,news,1
2495,m,57.0,news,0
2496,f,83.0,news,1
2497,f,51.0,health,1
2498,m,69.0,news,1
2499,m,30.0,movies,0
2500,m,60.0,health,1
2501,f,23.0,sports,0
2502,f,64.0,news,1
2503,m,59.0,news,1
2504,f,73.0,health,1
2505,f,88.0,movies,0
2506,m,18.0,movies,0
2507,m,20.0,news,0
2508,f,20.0,health,1
2509,m,16.0,health,1
2510,m,13.0,sports,0
2511,f,52.0,movies,0
2512,m,57.0,health,1
2513,m,30.0,news,1
2514,f,64.0,health,0
2515,m,90.0,movies,0
2516,m,25.0,sports,0
2517,f,29.0,movies,0
2518,f,22.0,health,1
2519,f,78.0,movies,0
2520,f,24.0,sports,0
2521,m,75.0,health,1
2522,m,85.0,health,0
2523,f,80.0,movies,0
2524,m,29.0,movies,0
2525,f,26.0,movies,0
2526,f,51.0,movies,0
2527,f,18.0,health,1
2528,f,30.0,health,1
2529,f,61.0,health,1
2530,m,68.0,sports,0
2531,f,72.0,health,1
2532,f,98.0,sports,0
2533,f,87.0,movies,0
2534,f,49.0,health,1
2535,m,88.0,news,1
2536,f,68.0,movies,0
2537,f,69.0,sports,0
2538,m,92.0,health,1
2539,f,71.0,movies,0
2540,m,77.0,movies,0
2541,f,95.0,news,1
2542,m,89.0,health,1
2543,f,60.0,news,1
2544,m,69.0,news,1
2545,f,91.0,sports,0
2546,f,67.0,health,1
2547,m,50.0,news,1
2548,f,82.0,sports,0
2549,m,64.0,movies,0
2550,f,47.0,movies,0
2551,f,53.0,movies,0
2552,m,96.0,health,1
2553,f,34.0,sports,0
2554,f,48.0,news,1
2555,m,63.0,sports,0
2556,f,37.0,news,1
2557,m,41.0,news,0
2558,m,96.0,movies,0
2559,m,35.0,health,1
2560,f,89.0,health,1
2561,m,58.0,sports,0
2562,f,85.0,sports,0
2563,m,84.0,sports,0
2564,f,92.0,health,1
2565,f,61.0,news,1
2566,f,72.0,health,1
2567,f,77.0,news,1
2568,f,25.0,movies,0
2569,m,68.0,health,1
2570,f,99.0,news,1
2571,m,66.0,health,1
2572,m,91.0,sports,0
2573,f,91.0,health,1
2574,f,86.0,health,1
2575,f,50.0,news,1
2576,m,87.0,sports,0
2577,f,22.0,news,1
2578,f,85.0,movies,0
2579,m,51.0,movies,0
2580,m,15.0,news,1
2581,f,36.0,news,1
2582,f,87.0,movies,0
2583,f,27.0,health,1
2584,m,43.0,health,1
2585,m,37.0,health,0
2586,f,37.0,health,1
2587,f,12.0,sports,0
2588,f,33.0,sports,0
2589,m,26.0,movies,0
2590,f,54.0,health,1
2591,f,63.0,news,1
2592,f,52.0,movies,0
2593,m,86.0,movies,0
2594,f,90.0,sports,0
2595,m,69.0,news,1
2596,m,14.0,news,1
2597,m,79.0,health,1
2598,f,53.0,news,1
2599,m,79.0,health,1
2600,m,63.0,sports,0
2601,m,94.0,news,1
2602,f,94.0,sports,0
2603,m,54.0,movies,0
2604,m,60.0,news,1
2605,f,45.0,sports,0
2606,m,67.0,news,1
2607,f,69.0,sports,0
2608,m,57.0,movies,0
2609,m,34.0,health,0
2610,m,67.0,news,0
2611,m,21.0,movies,0
2612,f,92.0,news,1
2613,f,43.0,movies,0
2614,f,78.0,news,1
2615,m,12.0,movies,0
2616,f,30.0,news,1
2617,m,99.0,news,1
2618,m,92.0,health,1
2619,f,43.0,movies,0
2620,f,20.0,news,0
2621,m,44.0,health,1
2622,m,13.0,movies,0
2623,m,41.0,movies,0
2624,m,60.0,sports,0
2625,f,58.0,news,1
2626,m,86.0,news,1
2627,m,46.0,health,0
2628,f,24.0,movies,0
2629,m,45.0,movies,0
2630,f,77.0,movies,0
2631,f,15.0,news,0
2632,f,31.0,health,1
2633,m,55.0,health,1
2634,f,78.0,health,1
2635,m,70.0,sports,0
2636,f,10.0,health,1
2637,f,48.0,movies,0
2638,f,89.0,health,1
2639,f,16.0,health,1
2640,m,28.0,sports,0
2641,m,16.0,movies,0
2642,f,50.0,sports,0
2643,f,47.0,health,1
2644,f,86.0,sports,0
2645,m,17.0,movies,0
2646,f,25.0,sports,0
2647,f,62.0,health,0
2648,f,63.0,health,1
2649,f,34.0,sports,0
2650,m,21.0,movies,0
2651,m,12.0,health,1
2652,m,33.0,movies,0
2653,m,54.0,movies,0
2654,f,30.0,health,1
2655,m,61.0,movies,0
2656,m,86.0,health,1
2657,m,47.0,movies,0
2658,f,40.0,movies,0
2659,f,84.0,health,1
2660,m,52.0,sports,0
2661,m,42.0,health,1
2662,f,98.0,movies,0
2663,m,97.0,sports,0
2664,m,64.0,sports,0
2665,f,14.0,news,0
2666,f,77.0,sports,0
2667,m,53.0,movies,0
2668,m,22.0,health,1
2669,f,68.0,movies,0
2670,m,69.0,movies,0
2671,f,13.0,movies,0
2672,f,33.0,news,0
2673,m,57.0,sports,0
2674,f,62.0,movies,0
2675,m,94.0,health,1
2676,f,56.0,movies,0
2677,m,69.0,news,1
2678,m,95.0,sports,0
2679,f,23.0,sports,0
2680,m,50.0,sports,0
2681,m,44.0,sports,0
2682,m,69.0,movies,0
2683,f,29.0,sports,0
2684,f,94.0,sports,0
2685,f,11.0,sports,0
2686,f,14.0,movies,0
2687,m,78.0,news,1
2688,m,91.0,movies,0
2689,m,34.0,sports,0
2690,m,55.0,health,0
2691,m,72.0,movies,0
2692,f,62.0,health,1
2693,f,66.0,movies,0
2694,f,55.0,news,1
2695,f,58.0,movies,0
2696,m,25.0,movies,0
2697,f,39.0,sports,0
2698,m,41.0,movies,0
2699,f,58.0,movies,0
2700,f,40.0,health,1
2701,f,61.0,movies,0
2702,f,19.0,sports,0
2703,f,32.0,health,0
2704,m,96.0,sports,0
2705,m,95.0,news,1
2706,m,25.0,sports,0
2707,f,83.0,sports,0
2708,m,76.0,health,1
2709,f,54.0,sports,0
2710,m,58.0,sports,0
2711,f,78.0,news,1
2712,f,31.0,sports,0
2713,m,20.0,sports,0
2714,f,41.0,health,1
2715,m,24.0,news,1
2716,m,33.0,movies,0
2717,f,15.0,news,1
2718,f,60.0,health,0
2719,f,81.0,health,1
2720,f,66.0,movies,0
2721,m,44.0,sports,0
2722,m,28.0,news,1
2723,m,99.0,sports,0
2724,f,35.0,sports,0
2725,f,50.0,news,0
2726,m,46.0,movies,0
2727,m,27.0,movies,0
2728,m,10.0,sports,0
2729,f,61.0,sports,0
2730,m,14.0,health,1
2731,f,31.0,news,1
2732,m,36.0,sports,0
2733,f,45.0,movies,0
2734,f,19.0,health,1
2735,f,82.0,news,1
2736,m,57.0,sports,0
2737,f,82.0,sports,0
2738,m,49.0,movies,0
2739,f,95.0,sports,0
2740,f,42.0,sports,0
2741,f,32.0,health,1
2742,m,50.0,sports,0
2743,m,30.0,health,1
2744,m,11.0,sports,0
2745,m,66.0,sports,0
2746,m,80.0,news,0
2747,f,62.0,sports,0
2748,f,78.0,sports,0
2749,f,79.0,movies,0
2750,f,29.0,movies,0
2751,f,15.0,health,1
2752,m,38.0,movies,0
2753,f,83.0,news,1
2754,m,26.0,sports,0
2755,m,58.0,news,1
2756,f,76.0,sports,0
2757,f,39.0,sports,0
2758,f,19.0,health,1
2759,f,70.0,sports,0
2760,f,60.0,news,1
2761,m,54.0,news,1
2762,f,94.0,news,1
2763,f,25.0,news,1
2764,m,54.0,health,1
2765,f,78.0,movies,0
2766,m,67.0,sports,0
2767,m,32.0,health,1
2768,f,20.0,health,1
2769,m,89.0,movies,0
2770,m,22.0,sports,0
2771,f,30.0,sports,0
2772,m,25.0,health,1
2773,m,37.0,sports,0
2774,m,27.0,sports,0
2775,m,55.0,sports,0
2776,m,10.0,sports,0
2777,f,42.0,sports,0
2778,m,27.0,health,1
2779,f,74.0,sports,0
2780,m,59.0,health,1
2781,m,78.0,movies,0
2782,f,60.0,movies,0
2783,f,64.0,movies,0
2784,m,20.0,news,1
2785,m,43.0,movies,0
2786,f,39.0,movies,0
2787,m,33.0,health,0
2788,m,50.0,movies,0
2789,m,67.0,sports,0
2790,m,19.0,health,1
2791,f,72.0,sports,0
2792,f,52.0,movies,0
2793,f,75.0,news,1
2794,f,10.0,sports,0
2795,f,25.0,movies,0
2796,m,63.0,sports,0
2797,m,49.0,sports,0
2798,m,47.0,movies,0
2799,m,78.0,sports,0
2800,f,13.0,news,1
2801,f,64.0,sports,0
2802,m,77.0,health,1
2803,m,90.0,health,1
2804,m,81.0,health,1
2805,f,41.0,sports,0
2806,f,81.0,movies,0
2807,m,60.0,news,1
2808,f,27.0,health,1
2809,f,33.0,health,1
2810,f,39.0,sports,0
2811,m,97.0,health,1
2812,m,20.0,sports,0
2813,m,47.0,sports,0
2814,f,33.0,health,1
2815,m,57.0,news,1
2816,m,84.0,news,1
2817,f,40.0,health,1
2818,f,95.0,news,1
2819,f,76.0,movies,0
2820,m,17.0,health,1
2821,f,69.0,sports,0
2822,f,39.0,health,0
2823,f,63.0,news,1
2824,f,68.0,news,1
2825,f,50.0,health,0
2826,f,26.0,sports,0
2827,f,45.0,news,1
2828,m,64.0,sports,0
2829,m,87.0,sports,0
2830,f,54.0,movies,0
2831,m,36.0,sports,0
2832,m,21.0,news,1
2833,f,55.0,news,1
2834,m,27.0,news,1
2835,m,19.0,movies,0
2836,f,36.0,sports,0
2837,m,64.0,news,0
2838,f,38.0,movies,0
2839,f,12.0,news,1
2840,m,16.0,movies,0
2841,f,56.0,news,1
2842,f,98.0,movies,0
2843,f,79.0,news,1
2844,f,11.0,health,1
2845,f,53.0,news,0
2846,f,72.0,sports,0
2847,f,47.0,sports,0
2848,f,37.0,health,1
2849,m,22.0,news,1
2850,f,46.0,movies,0
2851,m,90.0,health,1
2852,f,40.0,news,1
2853,m,89.0,news,0
2854,m,77.0,news,1
2855,f,36.0,movies,0
2856,m,81.0,movies,0
2857,f,99.0,movies,0
2858,m,11.0,sports,0
2859,f,57.0,health,1
2860,f,56.0,health,1
2861,m,91.0,movies,0
2862,f,91.0,movies,0
2863,m,86.0,movies,0
2864,f,56.0,movies,0
2865,m,29.0,health,0
2866,f,56.0,movies,0
2867,m,30.0,sports,0
2868,m,79.0,sports,0
2869,f,56.0,health,1
2870,m,18.0,health,1
2871,f,60.0,news,1
2872,f,95.0,news,1
2873,f,33.0,movies,0
2874,m,52.0,news,1
2875,f,51.0,news,1
2876,f,45.0,sports,0
2877,f,10.0,news,1
2878,f,30.0,health,1
2879,m,49.0,sports,0
2880,m,79.0,sports,0
2881,m,79.0,sports,0
2882,m,71.0,sports,0
2883,f,36.0,health,1
2884,m,57.0,health,1
2885,m,87.0,sports,0
2886,m,37.0,sports,0
2887,m,75.0,movies,0
2888,f,46.0,news,1
2889,f,86.0,movies,0
2890,f,75.0,sports,0
2891,m,89.0,sports,0
2892,m,18.0,movies,0
2893,f,21.0,sports,0
2894,m,14.0,news,0
2895,m,19.0,news,1
2896,m,31.0,sports,0
2897,f,94.0,health,1
2898,m,66.0,movies,0
2899,f,33.0,movies,0
2900,m,16.0,news,1
2901,m,14.0,news,1
2902,f,33.0,health,1
2903,m,29.0,health,1
2904,f,99.0,health,1
2905,m,70.0,movies,0
2906,m,41.0,news,1
2907,m,27.0,health,1
2908,f,93.0,movies,0
2909,m,87.0,movies,0
2910,m,21.0,movies,0
2911,f,11.0,news,1
2912,f,32.0,health,1
2913,m,18.0,news,1
2914,f,95.0,news,1
2915,m,55.0,sports,0
2916,m,84.0,news,1
2917,f,98.0,movies,0
2918,f,61.0,health,1
2919,f,67.0,movies,0
2920,m,11.0,health,1
2921,m,14.0,news,1
2922,f,28.0,news,1
2923,m,48.0,health,1
2924,f,68.0,health,1
2925,m,69.0,movies,0
2926,f,59.0,movies,0
2927,f,87.0,news,1
2928,f,95.0,movies,0
2929,m,21.0,health,1
2930,m,50.0,health,1
2931,m,23.0,movies,0
2932,f,24.0,sports,0
2933,f,98.0,health,1
2934,m,16.0,news,1
2935,f,59.0,sports,0
2936,m,88.0,health,1
2937,f,71.0,movies,0
2938,f,68.0,news,1
2939,m,12.0,news,1
2940,f,13.0,health,1
2941,m,50.0,health,1
2942,m,99.0,sports,0
2943,f,26.0,sports,0
2944,f,65.0,news,1
2945,m,80.0,health,1
2946,f,33.0,movies,0
2947,m,17.0,news,1
2948,f,12.0,sports,0
2949,f,65.0,sports,0
2950,f,43.0,health,1
2951,m,27.0,sports,0
2952,f,61.0,movies,0
2953,m,95.0,movies,0
2954,m,21.0,sports,0
2955,f,78.0,sports,0
2956,f,88.0,movies,0
2957,m,38.0,health,1
2958,f,76.0,health,1
2959,m,35.0,news,1
2960,m,19.0,health,0
2961,f,84.0,health,0
2962,m,74.0,movies,0
2963,m,18.0,health,0
2964,m,68.0,sports,0
2965,m,15.0,news,1
2966,f,61.0,movies,0
2967,f,81.0,news,1
2968,m,67.0,movies,0
2969,f,87.0,movies,0
2970,f,59.0,health,1
2971,m,97.0,health,1
2972,f,81.0,health,0
2973,m,16.0,health,0
2974,f,39.0,news,1
2975,m,34.0,news,1
2976,f,85.0,health,1
2977,m,12.0,sports,0
2978,f,49.0,sports,0
2979,m,45.0,sports,0
2980,m,24.0,sports,0
2981,m,81.0,sports,0
2982,m,33.0,sports,0
2983,f,46.0,health,1
2984,f,52.0,movies,0
2985,m,93.0,news,1
2986,m,27.0,movies,0
2987,f,95.0,movies,0
2988,f,24.0,news,1
2989,m,17.0,sports,0
2990,m,85.0,movies,0
2991,m,53.0,sports,0
2992,m,39.0,health,1
2993,f,20.0,news,1
2994,m,93.0,sports,0
2995,f,43.0,movies,0
2996,m,20.0,news,1
2997,m,84.0,movies,0
2998,m,61.0,movies,0
2999,m,61.0,health,1
3000,m,18.0,sports,0
3001,m,65.0,sports,0
3002,m,34.0,sports,0
3003,f,99.0,movies,0
3004,m,18.0,news,1
3005,f,61.0,news,1
3006,f,19.0,news,1
3007,f,39.0,health,1
3008,m,79.0,news,1
3009,m,74.0,health,0
3010,m,89.0,movies,0
3011,m,76.0,health,1
3012,f,93.0,health,1
3013,f,90.0,sports,0
3014,m,52.0,sports,0
3015,f,71.0,news,1
3016,m,21.0,news,1
3017,f,39.0,health,1
3018,f,22.0,movies,0
3019,f,77.0,news,1
3020,m,71.0,sports,0
3021,f,39.0,news,1
3022,m,30.0,movies,0
3023,f,91.0,sports,0
3024,f,77.0,news,0
3025,f,18.0,sports,0
3026,m,44.0,health,1
3027,f,50.0,news,1
3028,m,21.0,news,1
3029,m,51.0,movies,0
3030,f,51.0,news,1
3031,m,13.0,news,1
3032,f,89.0,sports,0
3033,f,58.0,movies,0
3034,f,93.0,movies,0
3035,m,78.0,movies,0
3036,m,55.0,news,0
3037,f,99.0,movies,0
3038,m,14.0,movies,0
3039,f,59.0,news,1
3040,f,63.0,sports,0
3041,f,83.0,movies,0
3042,m,15.0,news,1
3043,m,88.0,news,1
3044,f,87.0,news,1
3045,m,29.0,health,1
3046,f,76.0,health,1
3047,f,59.0,sports,0
3048,m,31.0,health,1
3049,f,62.0,news,1
3050,m,96.0,movies,0
3051,m,13.0,movies,0
3052,m,29.0,health,1
3053,m,97.0,health,1
3054,f,57.0,movies,0
3055,m,25.0,movies,0
3056,m,52.0,sports,0
3057,m,51.0,news,1
3058,m,71.0,movies,0
3059,f,72.0,movies,0
3060,f,81.0,movies,0
3061,f,23.0,movies,0
3062,f,21.0,movies,0
3063,m,80.0,health,1
3064,m,89.0,health,1
3065,m,87.0,news,1
3066,f,10.0,sports,0
3067,f,85.0,news,1
3068,m,86.0,health,0
3069,m,66.0,movies,0
3070,m,91.0,health,1
3071,m,33.0,news,1
3072,m,86.0,health,1
3073,f,72.0,movies,0
3074,f,11.0,news,1
3075,f,73.0,sports,0
3076,f,62.0,movies,0
3077,m,51.0,health,1
3078,m,39.0,news,1
3079,f,50.0,news,1
3080,f,64.0,health,1
3081,f,49.0,movies,0
3082,f,90.0,news,0
3083,f,51.0,movies,0
3084,m,77.0,sports,0
3085,m,89.0,health,1
3086,f,50.0,movies,0
3087,f,74.0,sports,0
3088,f,47.0,health,1
3089,f,92.0,news,1
3090,m,50.0,sports,0
3091,f,71.0,health,1
3092,m,40.0,health,1
3093,f,92.0,news,1
3094,m,70.0,health,1
3095,m,73.0,sports,0
3096,f,25.0,news,1
3097,f,11.0,sports,0
3098,f,37.0,sports,0
3099,f,30.0,news,1
3100,f,41.0,sports,0
3101,f,51.0,health,1
3102,f,65.0,sports,0
3103,f,24.0,health,1
3104,f,22.0,health,1
3105,m,95.0,news,1
3106,f,53.0,movies,0
3107,f,70.0,health,1
3108,m,99.0,health,1
3109,m,77.0,news,1
3110,m,41.0,health,0
3111,f,95.0,news,0
3112,m,37.0,health,1
3113,f,81.0,news,1
3114,m,19.0,news,1
3115,m,13.0,health,1
3116,f,82.0,news,1
3117,f,62.0,health,0
3118,f,83.0,news,1
3119,f,88.0,sports,0
3120,m,30.0,sports,0
3121,m,53.0,movies,0
3122,m,65.0,news,1
3123,m,49.0,movies,0
3124,f,56.0,sports,0
3125,f,56.0,sports,0
3126,m,81.0,movies,0
3127,m,21.0,health,1
3128,f,71.0,sports,0
3129,f,70.0,sports,0
3130,f,41.0,movies,0
3131,f,67.0,news,1
3132,m,10.0,health,1
3133,f,84.0,news,1
3134,m,60.0,news,1
3135,m,39.0,news,1
3136,f,43.0,health,1
3137,m,81.0,movies,0
3138,m,74.0,movies,0
3139,m,62.0,movies,0
3140,f,25.0,news,1
3141,f,93.0,news,1
3142,f,74.0,sports,0
3143,m,27.0,news,0
3144,m,22.0,news,1
3145,f,82.0,sports,0
3146,f,16.0,movies,0
3147,m,23.0,news,1
3148,m,65.0,health,0
3149,m,68.0,movies,0
3150,m,80.0,sports,0
3151,m,16.0,sports,0
3152,m,63.0,health,1
3153,f,51.0,news,1
3154,m,97.0,health,1
3155,m,74.0,movies,0
3156,f,73.0,sports,0
3157,f,46.0,movies,0
3158,m,86.0,movies,0
3159,m,21.0,sports,0
3160,m,97.0,movies,0
3161,m,80.0,movies,0
3162,f,22.0,movies,0
3163,m,60.0,news,1
3164,m,83.0,movies,0
3165,m,49.0,health,0
3166,f,27.0,movies,0
3167,m,30.0,sports,0
3168,m,30.0,news,1
3169,f,27.0,news,1
3170,f,86.0,sports,0
3171,m,66.0,news,0
3172,m,46.0,movies,0
3173,m,19.0,health,0
3174,f,96.0,sports,0
3175,f,26.0,sports,0
3176,m,67.0,health,0
3177,f,25.0,news,1
3178,f,30.0,health,0
3179,m,13.0,news,0
